id,name,created_at,updated_at,9h00 - A,9h00 - B,9h00 - C,9h00 - D,10h30 - A,10h30 - B,10h30 - C,10h30 - D,13h00 - A,13h00 - B,13h00 - C,13h00 - D,14h30 - A,14h30 - B,Identifiant de l'élément,Dernière mise à jour
11151114757,2026-01-31 20:50:39,2026-01-31T20:50:40Z,2026-01-31T20:50:40Z,,,Bonne instruction afin de nous faire comprendre facilement les diverses facettes et fonctionnement de l'organisation et nos responsabilités.,S/O,,,,,,,exercices pratiques sur les bonne et mauvaises façons de se comporter lors d'interventions ou sollicitation envers les sinistrés,S/O,,,11151114757,2026-01-31 20:50:40 UTC
11151093377,2026-01-31 20:50:51,2026-01-31T20:50:52Z,2026-01-31T20:50:52Z,,,,,,,,,,,Bien connu pour moi. Bon en général,,,,11151093377,2026-01-31 20:50:52 UTC
11151089563,2026-01-31 20:50:52,2026-01-31T20:50:53Z,2026-01-31T20:50:53Z,,,,,,,,,,,,,,,11151089563,2026-01-31 20:50:53 UTC
11151114011,2026-01-31 20:51:09,2026-01-31T20:51:11Z,2026-01-31T20:51:11Z,,,,,,,,,,,,,,,11151114011,2026-01-31 20:51:11 UTC
11151089616,2026-01-31 20:51:22,2026-01-31T20:51:23Z,2026-01-31T20:51:23Z,,,,,,,,,,,,,,,11151089616,2026-01-31 20:51:23 UTC
11151093522,2026-01-31 20:51:26,2026-01-31T20:51:28Z,2026-01-31T20:51:28Z,,,,,,,,,,,,,,,11151093522,2026-01-31 20:51:28 UTC
11151113640,2026-01-31 20:52:08,2026-01-31T20:52:10Z,2026-01-31T20:52:10Z,,,,,,,,,,,,,,,11151113640,2026-01-31 20:52:10 UTC
11151104884,2026-01-31 20:52:20,2026-01-31T20:52:22Z,2026-01-31T20:52:22Z,,,,,,,,,,,,,,,11151104884,2026-01-31 20:52:22 UTC
11151089913,2026-01-31 20:52:34,2026-01-31T20:52:35Z,2026-01-31T20:52:35Z,,,"Simple, clair",S/O,,,Meilleure connaissance des associations,Il serait intéressant d’avoir un exemple concret de cas de mobilisation où les 3 associations joueraient un rôle en adéquation avec leur mission,,,"Les échanges,",Plus de temps pour finir les ateliers,,,11151089913,2026-01-31 20:52:35 UTC
11151104719,2026-01-31 20:52:36,2026-01-31T20:52:37Z,2026-01-31T20:52:37Z,,,,,,,,,,,,,,,11151104719,2026-01-31 20:52:37 UTC
11151115118,2026-01-31 20:52:50,2026-01-31T20:52:51Z,2026-01-31T20:52:51Z,,,,,,,,,,,Expertise terrain des gens,Un peu plus de temps pour faire exercices,,,11151115118,2026-01-31 20:52:51 UTC
11151089699,2026-01-31 20:52:53,2026-01-31T20:52:54Z,2026-01-31T20:52:54Z,,,,,,,,,,,,,,,11151089699,2026-01-31 20:52:54 UTC
11151093816,2026-01-31 20:53:10,2026-01-31T20:53:12Z,2026-01-31T20:53:12Z,,,,,,,,,,,,,,,11151093816,2026-01-31 20:53:12 UTC
11151093623,2026-01-31 20:53:24,2026-01-31T20:53:27Z,2026-01-31T20:53:27Z,,,,,,,,,,,,,,,11151093623,2026-01-31 20:53:27 UTC
11151094163,2026-01-31 20:53:39,2026-01-31T20:53:40Z,2026-01-31T20:53:40Z,,,,,,,,,,,,,,,11151094163,2026-01-31 20:53:40 UTC
11151093790,2026-01-31 20:52:44,2026-01-31T20:53:52Z,2026-01-31T20:53:52Z,,,,,,,Présentation avec exemple concret et humour,Salle trop petite,,,,,,,11151093790,2026-01-31 20:53:52 UTC
11151089794,2026-01-31 20:54:00,2026-01-31T20:54:02Z,2026-01-31T20:54:02Z,,,,,,,,,,,,,,,11151089794,2026-01-31 20:54:02 UTC
11151094212,2026-01-31 20:55:24,2026-01-31T20:55:26Z,2026-01-31T20:55:26Z,,,,,,,,,,,Les activités d'interaction et de réflexion,,,,11151094212,2026-01-31 20:55:26 UTC
11151133170,2026-01-31 20:58:40,2026-01-31T20:59:31Z,2026-01-31T20:59:31Z,,,,,,,,,,,Expérience des presentateurs,Exercice de la documentation pas complété!,,,11151133170,2026-01-31 20:59:31 UTC
11151099305,2026-01-31 21:01:24,2026-01-31T21:01:56Z,2026-01-31T21:01:55Z,,,,,,,,,,,,,,,11151099305,2026-01-31 21:01:55 UTC
11151426801,2026-01-31 23:07:50,2026-01-31T23:07:52Z,2026-01-31T23:07:52Z,,,,,,,,,,,,,,,11151426801,2026-01-31 23:07:52 UTC
11153841707,Ajouter élément,2026-02-01T14:29:48Z,2026-02-01T14:29:48Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11153841707,2026-02-01 14:29:48 UTC
11153944970,Ajouter élément,2026-02-01T15:08:29Z,2026-02-01T15:08:29Z,4,4,0,0,0,0,0,4,0,0,4,0,0,0,11153944970,2026-02-01 15:08:29 UTC
11153964682,Ajouter élément,2026-02-01T15:12:50Z,2026-02-01T15:12:50Z,0,0,3,0,3,3,0,0,0,0,0,3,0,0,11153964682,2026-02-01 15:12:50 UTC
11153995918,Ajouter élément,2026-02-01T15:20:07Z,2026-02-01T15:20:07Z,4,4,0,0,0,0,0,4,0,0,4,0,0,0,11153995918,2026-02-01 15:20:07 UTC
11154303552,Ajouter élément,2026-02-01T16:34:00Z,2026-02-01T16:34:00Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154303552,2026-02-01 16:34:00 UTC
11154329369,Ajouter élément,2026-02-01T16:39:23Z,2026-02-01T16:39:23Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154329369,2026-02-01 16:39:23 UTC
11154329307,Ajouter élément,2026-02-01T16:39:26Z,2026-02-01T16:39:26Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11154329307,2026-02-01 16:39:26 UTC
11154314591,Ajouter élément,2026-02-01T16:39:30Z,2026-02-01T16:39:30Z,0,0,0,2,0,0,0,0,3,2,0,0,0,0,11154314591,2026-02-01 16:39:30 UTC
11154308345,Ajouter élément,2026-02-01T16:39:52Z,2026-02-01T16:39:52Z,0,0,0,5,0,0,5,0,5,5,0,0,5,5,11154308345,2026-02-01 16:39:52 UTC
11154309981,Ajouter élément,2026-02-01T16:39:52Z,2026-02-01T16:39:52Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154309981,2026-02-01 16:39:52 UTC
11154319620,Ajouter élément,2026-02-01T16:39:56Z,2026-02-01T16:39:56Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154319620,2026-02-01 16:39:56 UTC
11154304773,Ajouter élément,2026-02-01T16:39:59Z,2026-02-01T16:39:59Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11154304773,2026-02-01 16:39:59 UTC
11154333264,Ajouter élément,2026-02-01T16:40:03Z,2026-02-01T16:40:03Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154333264,2026-02-01 16:40:03 UTC
11154309924,Ajouter élément,2026-02-01T16:40:09Z,2026-02-01T16:40:08Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154309924,2026-02-01 16:40:08 UTC
11154365358,Ajouter élément,2026-02-01T16:40:23Z,2026-02-01T16:40:23Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154365358,2026-02-01 16:40:23 UTC
11154314791,Ajouter élément,2026-02-01T16:40:30Z,2026-02-01T16:40:30Z,0,0,0,5,0,0,5,0,5,5,0,0,5,5,11154314791,2026-02-01 16:40:30 UTC
11154333421,Ajouter élément,2026-02-01T16:40:50Z,2026-02-01T16:40:50Z,4,4,0,0,0,0,0,4,0,0,4,0,0,0,11154333421,2026-02-01 16:40:50 UTC
11154331247,Ajouter élément,2026-02-01T16:42:05Z,2026-02-01T16:42:05Z,4,4,0,0,0,0,0,4,0,0,4,0,0,0,11154331247,2026-02-01 16:42:05 UTC
11154406683,Ajouter élément,2026-02-01T17:17:37Z,2026-02-01T17:17:37Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11154406683,2026-02-01 17:17:37 UTC
11154500990,Ajouter élément,2026-02-01T17:23:44Z,2026-02-01T17:23:44Z,0,0,5,0,4,5,0,0,0,0,0,4,0,0,11154500990,2026-02-01 17:23:44 UTC
11154542051,Ajouter élément,2026-02-01T17:54:43Z,2026-02-01T17:54:43Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11154542051,2026-02-01 17:54:43 UTC
11154534372,Ajouter élément,2026-02-01T17:54:52Z,2026-02-01T17:54:52Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11154534372,2026-02-01 17:54:52 UTC
11154528842,Ajouter élément,2026-02-01T17:54:58Z,2026-02-01T17:54:58Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11154528842,2026-02-01 17:54:58 UTC
11154573015,Ajouter élément,2026-02-01T17:55:19Z,2026-02-01T17:55:19Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11154573015,2026-02-01 17:55:19 UTC
11154537352,Ajouter élément,2026-02-01T17:55:25Z,2026-02-01T17:55:25Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11154537352,2026-02-01 17:55:25 UTC
11154549444,Ajouter élément,2026-02-01T17:55:33Z,2026-02-01T17:55:33Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11154549444,2026-02-01 17:55:33 UTC
11154549660,Ajouter élément,2026-02-01T17:56:23Z,2026-02-01T17:56:23Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11154549660,2026-02-01 17:56:23 UTC
11154573164,Ajouter élément,2026-02-01T17:56:36Z,2026-02-01T17:56:36Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11154573164,2026-02-01 17:56:36 UTC
11154727492,Ajouter élément,2026-02-01T19:07:32Z,2026-02-01T19:07:32Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11154727492,2026-02-01 19:07:32 UTC
11154748612,Ajouter élément,2026-02-01T19:07:50Z,2026-02-01T19:07:50Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11154748612,2026-02-01 19:07:50 UTC
11154740752,Ajouter élément,2026-02-01T19:09:08Z,2026-02-01T19:09:08Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154740752,2026-02-01 19:09:08 UTC
11154749174,Ajouter élément,2026-02-01T19:09:18Z,2026-02-01T19:09:18Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11154749174,2026-02-01 19:09:18 UTC
11154746970,Ajouter élément,2026-02-01T19:09:31Z,2026-02-01T19:09:31Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154746970,2026-02-01 19:09:31 UTC
11154749144,Ajouter élément,2026-02-01T19:09:32Z,2026-02-01T19:09:32Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11154749144,2026-02-01 19:09:32 UTC
11154754301,Ajouter élément,2026-02-01T19:09:38Z,2026-02-01T19:09:38Z,0,0,0,5,0,0,5,0,5,5,0,0,5,5,11154754301,2026-02-01 19:09:38 UTC
11154785120,Ajouter élément,2026-02-01T19:09:41Z,2026-02-01T19:09:41Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154785120,2026-02-01 19:09:41 UTC
11154750825,Ajouter élément,2026-02-01T19:09:44Z,2026-02-01T19:09:44Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11154750825,2026-02-01 19:09:44 UTC
11154733627,Ajouter élément,2026-02-01T19:09:55Z,2026-02-01T19:09:55Z,0,0,0,0,0,0,4,0,0,0,0,0,5,4,11154733627,2026-02-01 19:09:55 UTC
11154785310,Ajouter élément,2026-02-01T19:10:33Z,2026-02-01T19:10:33Z,0,0,0,3,0,0,4,0,4,3,0,0,4,4,11154785310,2026-02-01 19:10:33 UTC
11154741105,Ajouter élément,2026-02-01T19:10:51Z,2026-02-01T19:10:51Z,0,0,0,5,0,0,5,0,5,5,0,0,5,5,11154741105,2026-02-01 19:10:51 UTC
11154741304,Ajouter élément,2026-02-01T19:11:07Z,2026-02-01T19:11:07Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154741304,2026-02-01 19:11:07 UTC
11154785588,Ajouter élément,2026-02-01T19:12:26Z,2026-02-01T19:12:26Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11154785588,2026-02-01 19:12:26 UTC
11154741504,Ajouter élément,2026-02-01T19:12:27Z,2026-02-01T19:12:27Z,5,5,5,0,5,5,0,5,0,0,5,5,0,0,11154741504,2026-02-01 19:12:27 UTC
11154752720,Ajouter élément,2026-02-01T19:13:05Z,2026-02-01T19:13:05Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11154752720,2026-02-01 19:13:05 UTC
11154755317,Ajouter élément,2026-02-01T19:13:10Z,2026-02-01T19:13:10Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11154755317,2026-02-01 19:13:10 UTC
11154820037,Ajouter élément,2026-02-01T19:13:45Z,2026-02-01T19:13:45Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11154820037,2026-02-01 19:13:45 UTC
11154752979,Ajouter élément,2026-02-01T19:14:13Z,2026-02-01T19:14:13Z,0,0,0,0,0,0,5,0,0,0,0,0,4,5,11154752979,2026-02-01 19:14:13 UTC
11154786235,Ajouter élément,2026-02-01T19:15:53Z,2026-02-01T19:15:52Z,0,0,0,3,0,0,0,0,3,3,0,0,0,0,11154786235,2026-02-01 19:15:52 UTC
11154821218,Ajouter élément,2026-02-01T19:15:59Z,2026-02-01T19:15:59Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11154821218,2026-02-01 19:15:59 UTC
11154820599,Ajouter élément,2026-02-01T19:16:43Z,2026-02-01T19:16:43Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11154820599,2026-02-01 19:16:43 UTC
11154743310,Ajouter élément,2026-02-01T19:16:59Z,2026-02-01T19:16:59Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11154743310,2026-02-01 19:16:59 UTC
11154753380,Ajouter élément,2026-02-01T19:17:41Z,2026-02-01T19:17:41Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11154753380,2026-02-01 19:17:41 UTC
11154786551,Ajouter élément,2026-02-01T19:18:16Z,2026-02-01T19:18:16Z,0,0,0,4,0,0,4,0,4,4,0,0,4,4,11154786551,2026-02-01 19:18:16 UTC
11154770430,Ajouter élément,2026-02-01T19:18:37Z,2026-02-01T19:18:37Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11154770430,2026-02-01 19:18:37 UTC
11154957278,Ajouter élément,2026-02-01T20:06:43Z,2026-02-01T20:06:43Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11154957278,2026-02-01 20:06:43 UTC
11155010267,Ajouter élément,2026-02-01T20:35:45Z,2026-02-01T20:35:45Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155010267,2026-02-01 20:35:45 UTC
11155014169,Ajouter élément,2026-02-01T20:36:13Z,2026-02-01T20:36:13Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155014169,2026-02-01 20:36:13 UTC
11155031061,Ajouter élément,2026-02-01T20:36:28Z,2026-02-01T20:36:28Z,0,0,4,0,5,4,0,0,0,0,0,5,0,0,11155031061,2026-02-01 20:36:28 UTC
11155051285,Ajouter élément,2026-02-01T20:36:35Z,2026-02-01T20:36:35Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155051285,2026-02-01 20:36:35 UTC
11155094895,Ajouter élément,2026-02-01T20:36:46Z,2026-02-01T20:36:46Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155094895,2026-02-01 20:36:46 UTC
11155095735,Ajouter élément,2026-02-01T20:37:00Z,2026-02-01T20:36:59Z,0,0,5,0,4,5,0,0,0,0,0,4,0,0,11155095735,2026-02-01 20:36:59 UTC
11155051888,Ajouter élément,2026-02-01T20:37:05Z,2026-02-01T20:37:05Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11155051888,2026-02-01 20:37:05 UTC
11155024198,Ajouter élément,2026-02-01T20:37:06Z,2026-02-01T20:37:06Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155024198,2026-02-01 20:37:06 UTC
11155025093,Ajouter élément,2026-02-01T20:37:14Z,2026-02-01T20:37:14Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11155025093,2026-02-01 20:37:14 UTC
11155016862,Ajouter élément,2026-02-01T20:37:25Z,2026-02-01T20:37:25Z,0,0,0,0,0,0,4,0,0,0,0,0,5,4,11155016862,2026-02-01 20:37:25 UTC
11155012530,Ajouter élément,2026-02-01T20:37:25Z,2026-02-01T20:37:25Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11155012530,2026-02-01 20:37:25 UTC
11155095653,Ajouter élément,2026-02-01T20:37:28Z,2026-02-01T20:37:28Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11155095653,2026-02-01 20:37:28 UTC
11155029623,Ajouter élément,2026-02-01T20:37:36Z,2026-02-01T20:37:36Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155029623,2026-02-01 20:37:36 UTC
11155095902,Ajouter élément,2026-02-01T20:37:47Z,2026-02-01T20:37:47Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155095902,2026-02-01 20:37:47 UTC
11155027452,Ajouter élément,2026-02-01T20:38:14Z,2026-02-01T20:38:14Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11155027452,2026-02-01 20:38:14 UTC
11155033203,Ajouter élément,2026-02-01T20:38:25Z,2026-02-01T20:38:25Z,0,0,4,0,4,4,0,0,0,0,0,4,0,0,11155033203,2026-02-01 20:38:25 UTC
11155030287,Ajouter élément,2026-02-01T20:38:33Z,2026-02-01T20:38:33Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11155030287,2026-02-01 20:38:33 UTC
11155026012,Ajouter élément,2026-02-01T20:40:02Z,2026-02-01T20:40:02Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11155026012,2026-02-01 20:40:02 UTC
11155032777,Ajouter élément,2026-02-01T20:41:37Z,2026-02-01T20:41:37Z,0,0,0,1,0,0,0,0,2,1,0,0,0,0,11155032777,2026-02-01 20:41:37 UTC
11155042862,Ajouter élément,2026-02-01T20:42:34Z,2026-02-01T20:42:34Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11155042862,2026-02-01 20:42:34 UTC
11155097450,Ajouter élément,2026-02-01T20:42:34Z,2026-02-01T20:42:34Z,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11155097450,2026-02-01 20:42:34 UTC
11155026854,Ajouter élément,2026-02-01T20:42:37Z,2026-02-01T20:42:37Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155026854,2026-02-01 20:42:37 UTC
11155054331,Ajouter élément,2026-02-01T20:42:41Z,2026-02-01T20:42:41Z,0,0,0,4,0,0,4,0,4,4,0,0,4,4,11155054331,2026-02-01 20:42:41 UTC
11155042850,Ajouter élément,2026-02-01T20:42:44Z,2026-02-01T20:42:44Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11155042850,2026-02-01 20:42:44 UTC
11155042911,Ajouter élément,2026-02-01T20:42:47Z,2026-02-01T20:42:47Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11155042911,2026-02-01 20:42:47 UTC
11155043417,Ajouter élément,2026-02-01T20:43:18Z,2026-02-01T20:43:18Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11155043417,2026-02-01 20:43:18 UTC
11155065424,Ajouter élément,2026-02-01T20:43:35Z,2026-02-01T20:43:35Z,0,0,3,0,4,3,0,0,0,0,0,4,0,0,11155065424,2026-02-01 20:43:35 UTC
11155054909,Ajouter élément,2026-02-01T20:44:12Z,2026-02-01T20:44:12Z,0,0,0,5,0,0,0,0,4,5,0,0,0,0,11155054909,2026-02-01 20:44:12 UTC
11155059378,Ajouter élément,2026-02-01T20:44:20Z,2026-02-01T20:44:20Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11155059378,2026-02-01 20:44:20 UTC
11155054938,Ajouter élément,2026-02-01T20:44:30Z,2026-02-01T20:44:30Z,0,0,0,4,0,0,0,0,4,4,0,0,0,0,11155054938,2026-02-01 20:44:30 UTC
11155039091,Ajouter élément,2026-02-01T20:44:49Z,2026-02-01T20:44:49Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11155039091,2026-02-01 20:44:49 UTC
11155065735,Ajouter élément,2026-02-01T20:45:11Z,2026-02-01T20:45:11Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155065735,2026-02-01 20:45:11 UTC
11155058161,Ajouter élément,2026-02-01T20:45:17Z,2026-02-01T20:45:17Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155058161,2026-02-01 20:45:17 UTC
11155071301,Ajouter élément,2026-02-01T20:49:46Z,2026-02-01T20:49:46Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11155071301,2026-02-01 20:49:46 UTC
11155071508,Ajouter élément,2026-02-01T20:50:39Z,2026-02-01T20:50:39Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155071508,2026-02-01 20:50:39 UTC
11155071720,Ajouter élément,2026-02-01T20:51:13Z,2026-02-01T20:51:13Z,0,0,4,0,4,4,0,0,0,0,0,4,0,0,11155071720,2026-02-01 20:51:13 UTC
11155068962,Ajouter élément,2026-02-01T20:53:55Z,2026-02-01T20:53:55Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11155068962,2026-02-01 20:53:55 UTC
11155086586,Ajouter élément,2026-02-01T20:54:02Z,2026-02-01T20:54:02Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11155086586,2026-02-01 20:54:02 UTC
11155083350,Ajouter élément,2026-02-01T20:55:01Z,2026-02-01T20:55:01Z,0,0,5,5,5,5,5,0,5,5,0,5,5,5,11155083350,2026-02-01 20:55:01 UTC
11155083700,Ajouter élément,2026-02-01T20:55:57Z,2026-02-01T20:55:57Z,0,0,4,0,5,4,0,0,0,0,0,5,0,0,11155083700,2026-02-01 20:55:57 UTC
11155088815,Ajouter élément,2026-02-01T20:58:34Z,2026-02-01T20:58:34Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11155088815,2026-02-01 20:58:34 UTC
11155132617,Ajouter élément,2026-02-01T21:08:15Z,2026-02-01T21:08:15Z,4,4,0,0,0,0,0,4,0,0,4,0,0,0,11155132617,2026-02-01 21:08:15 UTC
11155319810,Ajouter élément,2026-02-01T22:05:29Z,2026-02-01T22:05:29Z,0,0,0,0,0,0,4,0,0,0,0,0,4,4,11155319810,2026-02-01 22:05:29 UTC
11155270843,Ajouter élément,2026-02-01T22:05:53Z,2026-02-01T22:05:53Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11155270843,2026-02-01 22:05:53 UTC
11155430135,2026-02-01 22:44:39,2026-02-01T22:44:41Z,2026-02-01T22:44:40Z,,,,,,,,,,,,,,,11155430135,2026-02-01 22:44:40 UTC
11155686244,Ajouter élément,2026-02-02T00:01:33Z,2026-02-02T00:01:33Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11155686244,2026-02-02 00:01:33 UTC
11155691765,Ajouter élément,2026-02-02T00:01:46Z,2026-02-02T00:01:46Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11155691765,2026-02-02 00:01:46 UTC
11156039307,Ajouter élément,2026-02-02T01:17:12Z,2026-02-02T01:17:12Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11156039307,2026-02-02 01:17:12 UTC
11202312890,Ajouter élément,2026-02-05T22:31:39Z,2026-02-05T22:31:39Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11202312890,2026-02-05 22:31:39 UTC
11202295653,Ajouter élément,2026-02-05T22:32:14Z,2026-02-05T22:32:14Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11202295653,2026-02-05 22:32:14 UTC
11202315223,Ajouter élément,2026-02-05T22:32:38Z,2026-02-05T22:32:38Z,0,0,0,0,0,0,4,0,0,0,0,0,5,4,11202315223,2026-02-05 22:32:38 UTC
11202321514,Ajouter élément,2026-02-05T22:32:57Z,2026-02-05T22:32:57Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11202321514,2026-02-05 22:32:57 UTC
11202332655,Ajouter élément,2026-02-05T22:33:53Z,2026-02-05T22:33:53Z,0,0,0,4,0,0,0,0,4,4,0,0,0,0,11202332655,2026-02-05 22:33:53 UTC
11202354046,Ajouter élément,2026-02-05T22:38:37Z,2026-02-05T22:38:37Z,0,0,4,0,4,4,0,0,0,0,0,4,0,0,11202354046,2026-02-05 22:38:37 UTC
11202381394,Ajouter élément,2026-02-05T22:40:27Z,2026-02-05T22:40:27Z,4,4,0,0,0,0,0,4,0,0,4,0,0,0,11202381394,2026-02-05 22:40:27 UTC
11202833339,Ajouter élément,2026-02-05T23:39:46Z,2026-02-05T23:39:46Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11202833339,2026-02-05 23:39:46 UTC
11202842534,Ajouter élément,2026-02-05T23:40:15Z,2026-02-05T23:40:15Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11202842534,2026-02-05 23:40:15 UTC
11202858292,Ajouter élément,2026-02-05T23:40:31Z,2026-02-05T23:40:31Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11202858292,2026-02-05 23:40:31 UTC
11202829327,Ajouter élément,2026-02-05T23:40:49Z,2026-02-05T23:40:49Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11202829327,2026-02-05 23:40:49 UTC
11208098941,2026-02-06 15:56:36,2026-02-06T15:56:38Z,2026-02-06T15:56:38Z,,,,,,,,,,,,,,,11208098941,2026-02-06 15:56:38 UTC
11212766279,2026-02-06 23:56:12,2026-02-06T23:56:14Z,2026-02-06T23:56:14Z,,,,,,,,,,,,,,,11212766279,2026-02-06 23:56:14 UTC
11212750163,2026-02-06 23:56:32,2026-02-06T23:56:34Z,2026-02-06T23:56:34Z,,,,,,,,,,,,,,,11212750163,2026-02-06 23:56:34 UTC
11212756462,2026-02-06 23:57:00,2026-02-06T23:57:02Z,2026-02-06T23:57:02Z,,,,,,,,,,,,,,,11212756462,2026-02-06 23:57:02 UTC
11212750674,2026-02-06 23:57:11,2026-02-06T23:57:13Z,2026-02-06T23:57:13Z,,,,,,,,,,,,,,,11212750674,2026-02-06 23:57:13 UTC
11212770421,Ajouter élément,2026-02-06T23:57:44Z,2026-02-06T23:57:44Z,5,5,0,0,0,0,0,5,0,0,5,0,0,0,11212770421,2026-02-06 23:57:44 UTC
11212777793,Ajouter élément,2026-02-06T23:58:25Z,2026-02-06T23:58:25Z,0,0,5,0,5,5,0,0,0,0,0,5,0,0,11212777793,2026-02-06 23:58:25 UTC
11212780021,Ajouter élément,2026-02-06T23:59:53Z,2026-02-06T23:59:52Z,0,0,0,5,0,0,0,0,5,5,0,0,0,0,11212780021,2026-02-06 23:59:52 UTC
11212782767,Ajouter élément,2026-02-07T00:00:29Z,2026-02-07T00:00:29Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11212782767,2026-02-07 00:00:29 UTC
11255806770,Ajouter élément,2026-02-12T02:06:29Z,2026-02-12T02:06:29Z,0,0,0,0,0,0,5,0,0,0,0,0,5,5,11255806770,2026-02-12 02:06:29 UTC
11333338186,2026-02-21 14:51:50,2026-02-21T14:51:52Z,2026-02-21T14:51:52Z,,,,Le présentateur devrait parler plus fort lorsqu’il parle en regardant l’écran et que le plancher craque à cause du monde qui marche pour moi c’est moins motivant,,,,,,,,,,,11333338186,2026-02-21 14:51:52 UTC
11333335545,2026-02-21 14:52:31,2026-02-21T14:52:32Z,2026-02-21T14:52:32Z,,,Comprendre la structure,Utiliser plus d'exemples concrets pour illustrer les concepts,,,,,,,,,,,11333335545,2026-02-21 14:52:32 UTC
