id,name,created_at,updated_at,9h00 - A,9h00 - B,9h00 - C,9h00 - D,10h30 - A,10h30 - B,10h30 - C,10h30 - D,13h00 - A,13h00 - B,13h00 - C,13h00 - D,14h30 - A,14h30 - B,Identifiant de l'élément,Dernière mise à jour
11150187566,2026-01-31 14:48:31,2026-01-31T14:48:32Z,2026-01-31T14:48:32Z,,,Réponds bien aux questions légales associées au déploiement de la réserve.,,,,,,,,,,,,11150187566,2026-01-31 14:48:32 UTC
11150187243,2026-01-31 14:48:33,2026-01-31T14:48:35Z,2026-01-31T14:48:35Z,,,L'outil didactique et les shémas,"Moins de détail pointilleux, plus d'exemples",,,,,,,,,,,11150187243,2026-01-31 14:48:35 UTC
11150258850,2026-01-31 14:48:40,2026-01-31T14:48:41Z,2026-01-31T14:48:41Z,,,"Très bonne éloquence, une explication claire et une capacité de réponse excellente",Ras,,,,,,,,,,,11150258850,2026-01-31 14:48:41 UTC
11150181383,2026-01-31 14:48:53,2026-01-31T14:48:54Z,2026-01-31T14:48:54Z,,,Steve était en maitrise de sa presentation,,,,,,,,,,,,11150181383,2026-01-31 14:48:54 UTC
11150183116,2026-01-31 14:49:45,2026-01-31T14:49:47Z,2026-01-31T14:49:46Z,,,Bon orateur motivé par son sujet,Avoir de la documentation qui accompagne,,,,,,,,,,,11150183116,2026-01-31 14:49:46 UTC
11150249893,2026-01-31 15:16:53,2026-01-31T15:16:54Z,2026-01-31T15:16:54Z,,,"Bonne aptitudes d communication devant un groupe, concis et clair",,,,,,,,,,,,11150249893,2026-01-31 15:16:54 UTC
11150242847,2026-01-31 15:17:00,2026-01-31T15:17:01Z,2026-01-31T15:17:01Z,,,Explications claires et précises,Aucun,,,,,,,,,,,11150242847,2026-01-31 15:17:01 UTC
11150323400,2026-01-31 15:17:53,2026-01-31T15:17:54Z,2026-01-31T15:17:54Z,,,Expertise des présentateurs,Sans commentaire,,,,,,,,,,,11150323400,2026-01-31 15:17:54 UTC
11150245492,2026-01-31 15:18:12,2026-01-31T15:18:13Z,2026-01-31T15:18:13Z,,,Belle présentation et plus explicative,Aucun,,,,,,,,,,,11150245492,2026-01-31 15:18:13 UTC
11150256780,2026-01-31 15:21:48,2026-01-31T15:21:49Z,2026-01-31T15:21:49Z,,,Connaissance des enjeux,,,,,,,,,,,,11150256780,2026-01-31 15:21:49 UTC
11150291015,2026-01-31 15:31:41,2026-01-31T15:31:43Z,2026-01-31T15:31:43Z,,,,,,,Plusieurs intervenants,"Définitions à clarifier : zone chaude, zone sinistrée, zone de danger, zone tiède, zone froide",,,,,,,11150291015,2026-01-31 15:31:43 UTC
11150281919,2026-01-31 15:33:18,2026-01-31T15:33:19Z,2026-01-31T15:33:19Z,,,,,,,Clair et concis,,,,,,,,11150281919,2026-01-31 15:33:19 UTC
11150346313,2026-01-31 15:50:31,2026-01-31T15:51:33Z,2026-01-31T15:51:33Z,,,Explications clair et répétés des structures de structure de sécurité publique au Québec.,"Plus petit groupe, obligation d’aller vite, je suppose.",,,,,,,,,,,11150346313,2026-01-31 15:51:33 UTC
11150368172,2026-01-31 16:07:55,2026-01-31T16:07:56Z,2026-01-31T16:07:56Z,,,Les schémas,"Un peu difficile à suivre, répétition",,,,,,,,,,,11150368172,2026-01-31 16:07:56 UTC
11150380750,2026-01-31 16:08:20,2026-01-31T16:08:21Z,2026-01-31T16:08:21Z,,,,,,,"Bonne descriptions des partenaires, mise en situation appréciée",,,,,,,,11150380750,2026-01-31 16:08:21 UTC
11150368196,2026-01-31 16:08:37,2026-01-31T16:08:38Z,2026-01-31T16:08:38Z,,,,,,,Mieux apprendre les différents groupes,Pas très claire a savoir ce qui est directement liée a la riusc vs les groupes respectifs,,,,,,,11150368196,2026-01-31 16:08:38 UTC
11150377346,2026-01-31 16:08:47,2026-01-31T16:08:48Z,2026-01-31T16:08:48Z,,,Très détaillée,RAS,,,,,,,,,,,11150377346,2026-01-31 16:08:48 UTC
11150377349,2026-01-31 16:08:50,2026-01-31T16:08:51Z,2026-01-31T16:08:51Z,,,,,,,"Bien structuré, concis, exemple concret, schéma",On pourrait ajouter des photos d'exemples,,,,,,,11150377349,2026-01-31 16:08:51 UTC
11150408772,2026-01-31 16:09:34,2026-01-31T16:09:35Z,2026-01-31T16:09:35Z,,,,,,,Les intervenants expliquent bien la matière et sont compétents pour repondre aux questions,,,,,,,,11150408772,2026-01-31 16:09:35 UTC
11150408237,2026-01-31 16:09:35,2026-01-31T16:09:36Z,2026-01-31T16:09:36Z,,,,,,,,,,,Répond bien aux questions,Éviter les lectures de documents,,,11150408237,2026-01-31 16:09:36 UTC
11150381112,2026-01-31 16:10:43,2026-01-31T16:10:44Z,2026-01-31T16:10:44Z,,,Un beau et bon survol intro 101,Ajout dans la présentation de référence lien vers les formations sécurité civile pour motiver inciter plus de personnes à se former plus,,,,,,,,,,,11150381112,2026-01-31 16:10:44 UTC
11150379603,2026-01-31 16:11:00,2026-01-31T16:11:01Z,2026-01-31T16:11:01Z,,,,,,,Zones d'interventions de chaque organe,Ajouter les exemples de cas,,,,,,,11150379603,2026-01-31 16:11:01 UTC
11150377650,2026-01-31 16:11:08,2026-01-31T16:11:09Z,2026-01-31T16:11:09Z,,,,,,,,"Le scénario de déploiement RIUSC lu n’est pas pertinent, une illustration en images en PowerPoint serait mieux, la présentation PowerPoint a beaucoup trop de texte pas assez de schéma et images. Un scénario plus réaliste et plus détaillé serait intéressant toujours en powerpoint",,,,,,,11150377650,2026-01-31 16:11:09 UTC
11150385843,2026-01-31 16:12:25,2026-01-31T16:12:27Z,2026-01-31T16:12:27Z,,,,,,,Belle schématisation des inter-actions et répartition,,,,,,,,11150385843,2026-01-31 16:12:27 UTC
11150480339,2026-01-31 16:45:57,2026-01-31T16:45:59Z,2026-01-31T16:45:59Z,,,,,,,La distinction entre les 3 organismes,Me montrer un exemple concret d'un déploiement,,,,,,,11150480339,2026-01-31 16:45:59 UTC
11150478389,2026-01-31 16:46:27,2026-01-31T16:46:28Z,2026-01-31T16:46:28Z,,,,,,,Présentation claire,Prévoir une petite vidéo pour expliquer le cas et les étapes de déploiement on lieu de lire,,,,,,,11150478389,2026-01-31 16:46:28 UTC
11150488917,2026-01-31 16:47:02,2026-01-31T16:47:03Z,2026-01-31T16:47:03Z,,,,,,,Clarté. Bonne répartition entre présentateurs. Capacité à répondre aux questions,"Mise en situation encore plus concrète (ex. Montrer exemple de courriel/texto envoyé au réserviste, liste de matériels,etc)",,,,,,,11150488917,2026-01-31 16:47:03 UTC
11150488994,2026-01-31 16:47:38,2026-01-31T16:47:39Z,2026-01-31T16:47:39Z,,,,,,,Exemples concrets,Les confusions autour de tous les acronymes et les mêmes mots ont des définitions différentes entre les organisations. Peut-être s'accorder sur les définitions et les mots à utiliser.,,,,,,,11150488994,2026-01-31 16:47:39 UTC
11150493493,2026-01-31 16:48:50,2026-01-31T16:48:51Z,2026-01-31T16:48:51Z,,,,,,,,,,,,,,,11150493493,2026-01-31 16:48:51 UTC
11150502871,2026-01-31 16:52:23,2026-01-31T16:52:35Z,2026-01-31T16:52:35Z,,,,,,,Les points présentés par les intervenants sont claire,Il y a beaucoup trop de place pour les questions trop pointu qui n’ont pas de rapport avec le rôles des réservistes.,,,,,,,11150502871,2026-01-31 16:52:35 UTC
11150509327,2026-01-31 16:53:00,2026-01-31T16:53:01Z,2026-01-31T16:53:01Z,,,,,,,Exemple de sinistre et intervention apprécié,Sans commentaire,,,,,,,11150509327,2026-01-31 16:53:01 UTC
11150580399,2026-01-31 17:18:34,2026-01-31T17:18:36Z,2026-01-31T17:18:36Z,,,,,,,Belle présentation plus explicative,Aucun,,,,,,,11150580399,2026-01-31 17:18:36 UTC
11150667599,2026-01-31 17:22:40,2026-01-31T17:22:41Z,2026-01-31T17:22:41Z,,,L'animation,Les chaises non confortable,,,Tout,Les chaises non confortable,,,,,,,11150667599,2026-01-31 17:22:41 UTC
11150636415,2026-01-31 17:35:15,2026-01-31T17:35:16Z,2026-01-31T17:35:16Z,,,,,,,Plusieurs intervenants qui se lance la balle,"Plus de ressources, on a parlé du CCS, mais moins de la DRIUSC",,,,,,,11150636415,2026-01-31 17:35:16 UTC
11150708474,2026-01-31 17:57:27,2026-01-31T17:57:29Z,2026-01-31T17:57:29Z,,,,,,,Bonne explication de chacun des roles et responsabilités,,,,,,,,11150708474,2026-01-31 17:57:29 UTC
11150709029,2026-01-31 18:00:18,2026-01-31T18:00:19Z,2026-01-31T18:00:19Z,,,,,,,,,,,,,,,11150709029,2026-01-31 18:00:19 UTC
11150712012,2026-01-31 18:01:03,2026-01-31T18:01:04Z,2026-01-31T18:01:04Z,,,,,,,Très belle présentation détaillée.,,,,,,,,11150712012,2026-01-31 18:01:04 UTC
11150767732,2026-01-31 18:03:33,2026-01-31T18:03:35Z,2026-01-31T18:03:35Z,,,Bonne instruction afin de nous faire comprendre facilement les diverses facettes et fonctionnement de l'organisation et nos responsabilités.,S/O,,,,,,,,,,,11150767732,2026-01-31 18:03:35 UTC
11150753859,2026-01-31 18:18:03,2026-01-31T18:18:05Z,2026-01-31T18:18:04Z,,,,,,,Clarification des rôles et responsabilités de chacune des organisations. Clarification du rôle des réservistes,"Certaines notions à amener différemment notamment le fait de ne pas être déployé dans la zone chaude vs ne pas être déployé en zone demandant des protections spécialisées. Tel que présenté ce matin, cela laisse penser que ce sont les groupes qui déterminent les zones alors que cela est la prérogative des autorités municipales.",,,,,,,11150753859,2026-01-31 18:18:04 UTC
11150886839,2026-01-31 19:03:31,2026-01-31T19:03:33Z,2026-01-31T19:03:33Z,,,,,,,,,,,Bienveillance des présentateurs,"Éviter des formations vagues très générales sur la santé mentale; en général peu utile. Souvent fait, redondant, peu applicable au terrain et à la pratique",,,11150886839,2026-01-31 19:03:33 UTC
11150992523,2026-01-31 20:01:33,2026-01-31T20:01:35Z,2026-01-31T20:01:35Z,,,,,,,,,,,,,,,11150992523,2026-01-31 20:01:35 UTC
11150982600,2026-01-31 20:01:33,2026-01-31T20:01:35Z,2026-01-31T20:01:35Z,,,,,,,,,,,,,,,11150982600,2026-01-31 20:01:35 UTC
11150992526,2026-01-31 20:01:41,2026-01-31T20:01:43Z,2026-01-31T20:01:43Z,,,,,,,,,,,Les ateliers,Rien,,,11150992526,2026-01-31 20:01:43 UTC
11150965716,2026-01-31 20:01:56,2026-01-31T20:01:58Z,2026-01-31T20:01:58Z,,,,,,,,,,,,,,,11150965716,2026-01-31 20:01:58 UTC
11150979110,2026-01-31 20:01:59,2026-01-31T20:02:00Z,2026-01-31T20:02:00Z,,,,,,,,,,,Super intervenants!,,,,11150979110,2026-01-31 20:02:00 UTC
11150982746,2026-01-31 20:02:08,2026-01-31T20:02:10Z,2026-01-31T20:02:10Z,,,,,,,,,,,Ateliers participatifs et dynamiques pendant la digestion du dîner,,,,11150982746,2026-01-31 20:02:10 UTC
11150961947,2026-01-31 20:02:18,2026-01-31T20:02:19Z,2026-01-31T20:02:19Z,,,,,,,,,,,"Beaucoup de théories,","Peut-être plus de choses concrètes, moins de lecture de texte.",,,11150961947,2026-01-31 20:02:19 UTC
11150979122,2026-01-31 20:02:26,2026-01-31T20:02:27Z,2026-01-31T20:02:27Z,,,,,,,,,,,"Mise en situation, participation",Rien à signaler,,,11150979122,2026-01-31 20:02:27 UTC
11150982849,2026-01-31 20:02:53,2026-01-31T20:02:55Z,2026-01-31T20:02:55Z,,,,,,,,,,,Contenu intéressant,Utilisation du micro pour faire écouter sa voix,,,11150982849,2026-01-31 20:02:55 UTC
11150985085,2026-01-31 20:03:10,2026-01-31T20:03:11Z,2026-01-31T20:03:11Z,,,,,,,,,,,0,Cibler les stratagies enseigné sur les actions de la riusc et non hniquement sur la CR,,,11150985085,2026-01-31 20:03:11 UTC
11150985635,2026-01-31 20:03:28,2026-01-31T20:03:29Z,2026-01-31T20:03:29Z,,,,,,,,,,,Très practico pratique,"Beaucoup n’est pas clair sur le fonctionnement précis entre la RIUSC et les façons de faire de la Crois Rouge. Exemples d’énoncer des choses ou non, programme aide aux ‘bénévoles. /employes’ etc. Il faut être plus clair sur les cas précis pour le RIUSC",,,11150985635,2026-01-31 20:03:29 UTC
11150993606,2026-01-31 20:03:59,2026-01-31T20:04:00Z,2026-01-31T20:04:00Z,,,,,,,,,,,Comment bien soutenir,Avoir une partie desescalade ou comment interagir avec des personnes difficiles,,,11150993606,2026-01-31 20:04:00 UTC
11150994057,2026-01-31 20:04:27,2026-01-31T20:04:28Z,2026-01-31T20:04:28Z,,,Bonne présentation des objectifs à atteindre,,,,,,,,,,,,11150994057,2026-01-31 20:04:28 UTC
11150993850,2026-01-31 20:04:31,2026-01-31T20:04:32Z,2026-01-31T20:04:32Z,,,,,,,,,,,Le sujet,"Bcp de perte de temps, difficultés à garder la classe toujours dans le sujet",,,11150993850,2026-01-31 20:04:32 UTC
11150994082,2026-01-31 20:04:45,2026-01-31T20:04:46Z,2026-01-31T20:04:46Z,,,Contenue percutant et synthétique,Rien,,,,,,,,,,,11150994082,2026-01-31 20:04:46 UTC
11150998486,2026-01-31 20:06:08,2026-01-31T20:06:10Z,2026-01-31T20:06:10Z,,,,,,,Bien,Cohérence,,,,,,,11150998486,2026-01-31 20:06:10 UTC
11150998724,2026-01-31 20:07:13,2026-01-31T20:07:14Z,2026-01-31T20:07:14Z,,,,,,,,PPT pourraient être plus interactif/dynamique et l’exemple donner oralement aurait pu être meilleure accompagné par des visuels plus dynamiques et moins chargés des mots parler.,,,,,,,11150998724,2026-01-31 20:07:14 UTC
11151020737,2026-01-31 20:08:22,2026-01-31T20:08:23Z,2026-01-31T20:08:23Z,,,,Tout est parfait pour moi,,,,,,,,,,,11151020737,2026-01-31 20:08:23 UTC
11151015480,2026-01-31 20:09:06,2026-01-31T20:09:07Z,2026-01-31T20:09:07Z,,,,,,,,Très intéressant,,,,,,,11151015480,2026-01-31 20:09:07 UTC
11151011902,2026-01-31 20:09:37,2026-01-31T20:09:38Z,2026-01-31T20:09:38Z,,,,,,,,,,,,Quelques examples semblaient pas pertinents aux paramètres des bénévoles du RIUSCQ??,,,11151011902,2026-01-31 20:09:38 UTC
11151012553,2026-01-31 20:18:24,2026-01-31T20:18:26Z,2026-01-31T20:18:25Z,,,,,,,,,,,,,,,11151012553,2026-01-31 20:18:25 UTC
11151091914,2026-01-31 20:44:20,2026-01-31T20:44:21Z,2026-01-31T20:44:21Z,,,,,,,,,,,,,,,11151091914,2026-01-31 20:44:21 UTC
11151130191,2026-01-31 20:44:25,2026-01-31T20:44:26Z,2026-01-31T20:44:26Z,,,,,,,,,,,,,,,11151130191,2026-01-31 20:44:26 UTC
11151087525,2026-01-31 20:45:01,2026-01-31T20:45:02Z,2026-01-31T20:45:02Z,,,,,,,,,,,Très bonne présentation. J'ai très apprécié la structure détaillée.,,,,11151087525,2026-01-31 20:45:02 UTC
11151092672,2026-01-31 20:45:49,2026-01-31T20:45:50Z,2026-01-31T20:45:50Z,,,,,,,,,,,De bonne interactions avec le groupe,,,,11151092672,2026-01-31 20:45:50 UTC
11151108658,2026-01-31 20:46:00,2026-01-31T20:46:01Z,2026-01-31T20:46:01Z,,,,,,,,,,,,,,,11151108658,2026-01-31 20:46:01 UTC
11151089083,2026-01-31 20:46:02,2026-01-31T20:46:04Z,2026-01-31T20:46:04Z,,,,,,,,,,,,,,,11151089083,2026-01-31 20:46:04 UTC
11151108762,2026-01-31 20:46:16,2026-01-31T20:46:17Z,2026-01-31T20:46:17Z,,,,,,,,,,,La présentation,Chaise,,,11151108762,2026-01-31 20:46:17 UTC
11151108612,2026-01-31 20:46:20,2026-01-31T20:46:21Z,2026-01-31T20:46:21Z,,,,,,,,,,,,,,,11151108612,2026-01-31 20:46:21 UTC
11151092698,2026-01-31 20:46:27,2026-01-31T20:46:28Z,2026-01-31T20:46:28Z,,,,,,,,,,,,,,,11151092698,2026-01-31 20:46:28 UTC
11151092656,2026-01-31 20:46:39,2026-01-31T20:46:40Z,2026-01-31T20:46:40Z,,,,,,,,,,,,,,,11151092656,2026-01-31 20:46:40 UTC
11151081513,2026-01-31 20:46:45,2026-01-31T20:46:46Z,2026-01-31T20:46:46Z,,,,,,,,,,,,,,,11151081513,2026-01-31 20:46:46 UTC
11151085248,2026-01-31 20:46:47,2026-01-31T20:46:48Z,2026-01-31T20:46:48Z,,,,,,,,,,,,,,,11151085248,2026-01-31 20:46:48 UTC
11151085180,2026-01-31 20:46:52,2026-01-31T20:46:53Z,2026-01-31T20:46:53Z,,,,,,,,,,,La présentation,Chaise,,,11151085180,2026-01-31 20:46:53 UTC
11151089309,2026-01-31 20:46:52,2026-01-31T20:46:53Z,2026-01-31T20:46:53Z,,,,,,,Coordination claire entre les intervenants,,,,,,,,11151089309,2026-01-31 20:46:53 UTC
11151095766,2026-01-31 20:47:06,2026-01-31T20:47:07Z,2026-01-31T20:47:07Z,,,,,,,,,,,,,,,11151095766,2026-01-31 20:47:07 UTC
11151089156,2026-01-31 20:47:07,2026-01-31T20:47:08Z,2026-01-31T20:47:08Z,,,,,,,,,,,,,,,11151089156,2026-01-31 20:47:08 UTC
11151087966,2026-01-31 20:46:42,2026-01-31T20:47:08Z,2026-01-31T20:47:08Z,,,,,,,,,,,,,,,11151087966,2026-01-31 20:47:08 UTC
11151113093,2026-01-31 20:47:08,2026-01-31T20:47:09Z,2026-01-31T20:47:09Z,,,,,,,,,,,Bon formateur,Tout es ok,,,11151113093,2026-01-31 20:47:09 UTC
11151081637,2026-01-31 20:46:47,2026-01-31T20:47:11Z,2026-01-31T20:47:11Z,,,,,,,,,,,,,,,11151081637,2026-01-31 20:47:11 UTC
11151131125,2026-01-31 20:47:13,2026-01-31T20:47:14Z,2026-01-31T20:47:14Z,,,,,,,,,,,,,,,11151131125,2026-01-31 20:47:14 UTC
11151081581,2026-01-31 20:47:19,2026-01-31T20:47:20Z,2026-01-31T20:47:20Z,,,,,,,,,,,,,,,11151081581,2026-01-31 20:47:20 UTC
11151109267,2026-01-31 20:47:20,2026-01-31T20:47:21Z,2026-01-31T20:47:21Z,,,,,,,,,,,,,,,11151109267,2026-01-31 20:47:21 UTC
11151087935,2026-01-31 20:47:25,2026-01-31T20:47:26Z,2026-01-31T20:47:26Z,,,,,,,,,,,Belle présentation. Plus explicative,Aucun,,,11151087935,2026-01-31 20:47:26 UTC
11151089357,2026-01-31 20:47:25,2026-01-31T20:47:26Z,2026-01-31T20:47:26Z,,,,,,,,,,,,,,,11151089357,2026-01-31 20:47:26 UTC
11151095873,2026-01-31 20:47:30,2026-01-31T20:47:31Z,2026-01-31T20:47:31Z,,,,,,,,,,,Exercice pratique pertinent parfait,,,,11151095873,2026-01-31 20:47:31 UTC
11151085220,2026-01-31 20:47:33,2026-01-31T20:47:34Z,2026-01-31T20:47:34Z,,,Clair et aspirationnel,,,,,,,,,,,,11151085220,2026-01-31 20:47:34 UTC
11151095897,2026-01-31 20:47:24,2026-01-31T20:47:38Z,2026-01-31T20:47:38Z,,,,,,,,,,,,,,,11151095897,2026-01-31 20:47:38 UTC
11151085268,2026-01-31 20:47:38,2026-01-31T20:47:39Z,2026-01-31T20:47:39Z,,,,,,,,,,,,,,,11151085268,2026-01-31 20:47:39 UTC
11151131287,2026-01-31 20:47:54,2026-01-31T20:47:55Z,2026-01-31T20:47:55Z,,,,,,,,,,,,,,,11151131287,2026-01-31 20:47:55 UTC
11151092849,2026-01-31 20:47:56,2026-01-31T20:47:57Z,2026-01-31T20:47:57Z,,,,,,,,,,,,,,,11151092849,2026-01-31 20:47:57 UTC
11151088183,2026-01-31 20:47:57,2026-01-31T20:47:58Z,2026-01-31T20:47:58Z,,,,,,,,,,,,,,,11151088183,2026-01-31 20:47:58 UTC
11151085317,2026-01-31 20:47:58,2026-01-31T20:47:59Z,2026-01-31T20:47:59Z,,,,,,,,,,,,,,,11151085317,2026-01-31 20:47:59 UTC
11151081767,2026-01-31 20:47:59,2026-01-31T20:48:01Z,2026-01-31T20:48:01Z,,,,,,,,,,,,,,,11151081767,2026-01-31 20:48:01 UTC
11151088172,2026-01-31 20:48:01,2026-01-31T20:48:02Z,2026-01-31T20:48:02Z,,,,,,,,,,,"Échanges en équipe, mises en contexte",,,,11151088172,2026-01-31 20:48:02 UTC
11151092869,2026-01-31 20:47:56,2026-01-31T20:48:08Z,2026-01-31T20:48:08Z,,,,,,,,,,,,,,,11151092869,2026-01-31 20:48:08 UTC
11151081824,2026-01-31 20:48:07,2026-01-31T20:48:08Z,2026-01-31T20:48:08Z,,,,,,,,,,,,,,,11151081824,2026-01-31 20:48:08 UTC
11151096010,2026-01-31 20:48:07,2026-01-31T20:48:08Z,2026-01-31T20:48:08Z,,,,,,,,,,,La vulgarisation du processus et des mécanismes,,,,11151096010,2026-01-31 20:48:08 UTC
11151096161,2026-01-31 20:48:22,2026-01-31T20:48:23Z,2026-01-31T20:48:23Z,,,,,,,,,,,,,,,11151096161,2026-01-31 20:48:23 UTC
11151093083,2026-01-31 20:48:22,2026-01-31T20:48:24Z,2026-01-31T20:48:23Z,,,,,,,,,,,Intéressant le niveau social,,,,11151093083,2026-01-31 20:48:23 UTC
11151096031,2026-01-31 20:48:23,2026-01-31T20:48:25Z,2026-01-31T20:48:25Z,,,,,,,,,,,Exercices,Bien faire la mise en page de document aide-mémoire.,,,11151096031,2026-01-31 20:48:25 UTC
11151081762,2026-01-31 20:48:24,2026-01-31T20:48:25Z,2026-01-31T20:48:25Z,,,Répond aux questions,,,,,,,,,,,,11151081762,2026-01-31 20:48:25 UTC
11151093154,2026-01-31 20:48:17,2026-01-31T20:48:29Z,2026-01-31T20:48:29Z,,,,,,,,,,,,,,,11151093154,2026-01-31 20:48:29 UTC
11151085403,2026-01-31 20:48:32,2026-01-31T20:48:33Z,2026-01-31T20:48:33Z,,,,,,,,,,,,,,,11151085403,2026-01-31 20:48:33 UTC
11151106360,2026-01-31 20:48:32,2026-01-31T20:48:34Z,2026-01-31T20:48:34Z,,,,,,,,,,,,,,,11151106360,2026-01-31 20:48:34 UTC
11151131359,2026-01-31 20:48:36,2026-01-31T20:48:37Z,2026-01-31T20:48:37Z,,,,,,,Bonne organisation,,,,,,,,11151131359,2026-01-31 20:48:37 UTC
11151093021,2026-01-31 20:48:40,2026-01-31T20:48:41Z,2026-01-31T20:48:41Z,,,Clair concis précis,Avoir copie papier PP pour prendre des notes directe dessus,,,,,,,,,,,11151093021,2026-01-31 20:48:41 UTC
11151093124,2026-01-31 20:48:44,2026-01-31T20:48:45Z,2026-01-31T20:48:45Z,,,,,,,Clareté,,,,,,,,11151093124,2026-01-31 20:48:45 UTC
11151113238,2026-01-31 20:48:48,2026-01-31T20:48:49Z,2026-01-31T20:48:49Z,,,,,,,,,,,Participation des réservistes,,,,11151113238,2026-01-31 20:48:49 UTC
11151096104,2026-01-31 20:48:49,2026-01-31T20:48:50Z,2026-01-31T20:48:50Z,,,,,,,,,,,,,,,11151096104,2026-01-31 20:48:50 UTC
11151081923,2026-01-31 20:48:49,2026-01-31T20:48:50Z,2026-01-31T20:48:50Z,,,,,,,,,,,,,,,11151081923,2026-01-31 20:48:50 UTC
11151082057,2026-01-31 20:48:51,2026-01-31T20:48:52Z,2026-01-31T20:48:52Z,,,,,,,,,,,,,,,11151082057,2026-01-31 20:48:52 UTC
11151085594,2026-01-31 20:48:52,2026-01-31T20:48:53Z,2026-01-31T20:48:53Z,,,,,,,,,,,,,,,11151085594,2026-01-31 20:48:53 UTC
11151109377,2026-01-31 20:48:57,2026-01-31T20:48:58Z,2026-01-31T20:48:58Z,,,,,,,Insistance sur les rôles et tâches de chacune des organisations.,S/O,,,,,,,11151109377,2026-01-31 20:48:58 UTC
11151082105,2026-01-31 20:48:57,2026-01-31T20:48:58Z,2026-01-31T20:48:58Z,,,,,,,,,,,,,,,11151082105,2026-01-31 20:48:58 UTC
11151106384,2026-01-31 20:48:57,2026-01-31T20:48:58Z,2026-01-31T20:48:58Z,,,,,,,,,,,,,,,11151106384,2026-01-31 20:48:58 UTC
11151089368,2026-01-31 20:49:02,2026-01-31T20:49:03Z,2026-01-31T20:49:03Z,,,Information clair,,,,Information clair,,,,Information clair,,,,11151089368,2026-01-31 20:49:03 UTC
11151085386,2026-01-31 20:49:02,2026-01-31T20:49:03Z,2026-01-31T20:49:03Z,,,,,,,,,,,,,,,11151085386,2026-01-31 20:49:03 UTC
11151096221,2026-01-31 20:49:05,2026-01-31T20:49:06Z,2026-01-31T20:49:06Z,,,,,,,,,,,Contenu,,,,11151096221,2026-01-31 20:49:06 UTC
11151082033,2026-01-31 20:49:07,2026-01-31T20:49:08Z,2026-01-31T20:49:08Z,,,Dynamique,,,,"Bonne utilisation d’exemples, mises en situation et exercices",,,,Bonne gestion des questions des participants,,,,11151082033,2026-01-31 20:49:08 UTC
11151093244,2026-01-31 20:49:09,2026-01-31T20:49:10Z,2026-01-31T20:49:10Z,,,,,,,,,,,,,,,11151093244,2026-01-31 20:49:10 UTC
11151093207,2026-01-31 20:49:13,2026-01-31T20:49:14Z,2026-01-31T20:49:14Z,,,,,,,,,,,Plus de BIES,"Atelier plus long, mais avec pause dans le milieu.",,,11151093207,2026-01-31 20:49:14 UTC
11151131275,2026-01-31 20:49:14,2026-01-31T20:49:15Z,2026-01-31T20:49:15Z,,,,,,,,,,,,,,,11151131275,2026-01-31 20:49:15 UTC
11151106544,2026-01-31 20:49:15,2026-01-31T20:49:16Z,2026-01-31T20:49:16Z,,,Connais vraiment les objectifs maintenant,,,,,,,,,,,,11151106544,2026-01-31 20:49:16 UTC
11151131563,2026-01-31 20:49:24,2026-01-31T20:49:26Z,2026-01-31T20:49:25Z,,,,,,,,,,,,,,,11151131563,2026-01-31 20:49:25 UTC
11151131572,2026-01-31 20:49:27,2026-01-31T20:49:28Z,2026-01-31T20:49:28Z,,,,,,,,,,,,,,,11151131572,2026-01-31 20:49:28 UTC
11151089385,2026-01-31 20:49:32,2026-01-31T20:49:33Z,2026-01-31T20:49:33Z,,,,,,,,,,,,,,,11151089385,2026-01-31 20:49:33 UTC
11151106783,2026-01-31 20:49:49,2026-01-31T20:49:50Z,2026-01-31T20:49:50Z,,,Explication,Informer les prochaines phases de formations,,,,,,,,,,,11151106783,2026-01-31 20:49:50 UTC
11151104358,2026-01-31 20:49:59,2026-01-31T20:50:00Z,2026-01-31T20:50:00Z,,,,,,,,,,,,,,,11151104358,2026-01-31 20:50:00 UTC
11151106795,2026-01-31 20:50:02,2026-01-31T20:50:04Z,2026-01-31T20:50:03Z,,,,,,,,,,,,,,,11151106795,2026-01-31 20:50:03 UTC
11151089497,2026-01-31 20:50:05,2026-01-31T20:50:06Z,2026-01-31T20:50:06Z,,,,,,,Connais maintenant les objectifs,,,,,,,,11151089497,2026-01-31 20:50:06 UTC
11151093369,2026-01-31 20:50:20,2026-01-31T20:50:21Z,2026-01-31T20:50:21Z,,,,,,,Expertise des gens,Copie PP,,,,,,,11151093369,2026-01-31 20:50:21 UTC
11151093722,2026-01-31 20:50:30,2026-01-31T20:50:31Z,2026-01-31T20:50:31Z,,,,,,,,,,,Infos très pertinentes merci. Mises en situations utiles,n/a,,,11151093722,2026-01-31 20:50:31 UTC
11151114764,2026-01-31 20:50:35,2026-01-31T20:50:36Z,2026-01-31T20:50:36Z,,,Animateurs motives et dedies a leurs matieres,"Le tout aurait pu etre fait en une avant midi, y a des choses qui etait inutile pour un simple benevole.",,,,,,,,,,,11151114764,2026-01-31 20:50:36 UTC
